monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,txn_intensity,savings_commitment_ratio,airtime_stability,no_prior_loan_flag
10,91.06,0.007,16,3.12,0,1.0,0.0,0,,,62.0,74.0,7,343.35,4,10.8443,0.0,0.1835,1
7,54.45,0.153,13,3.35,0,0.0,0.0,1,0.778,5.7,50.0,41.0,0,136.21,4,8.35,0.0,0.2393,0
17,17.23,-0.562,21,2.15,0,3.0,0.0,0,,,77.0,29.0,8,135.69,24,8.3909,0.0,0.0977,1
20,40.95,-0.051,22,13.66,1,76.0,17.0,1,0.842,2.2,47.0,36.0,8,778.15,12,11.3758,0.4052,0.5939,0
9,34.16,-0.731,13,2.98,1,96.0,31.96,1,0.849,1.2,54.0,19.0,5,98.7,12,8.197,0.909,0.2129,0
12,16.06,0.603,11,2.14,0,6.0,0.0,1,0.547,9.0,78.0,78.0,1,71.28,12,7.2761,0.0,0.1783,0
17,105.21,-1.058,14,2.97,0,9.0,0.0,1,0.732,0.1,29.0,82.0,2,484.32,8,13.4848,0.0,0.198,0
16,76.38,-0.288,11,1.38,0,7.0,0.0,0,,,57.0,67.0,3,610.12,12,12.3209,0.0,0.115,1
14,54.14,-1.807,12,2.81,0,2.0,0.0,1,0.716,26.9,58.0,47.0,5,614.8,24,10.8589,0.0,0.2162,0
23,52.08,-0.332,18,5.43,0,0.0,0.0,1,0.865,4.9,51.0,61.0,9,258.14,8,12.6226,0.0,0.2858,0
10,42.55,-0.149,6,1.78,1,43.0,8.41,1,0.561,6.4,32.0,19.0,1,180.68,24,9.0494,0.1931,0.2543,0
20,26.0,1.252,19,3.29,0,1.0,0.0,0,,,81.0,13.0,0,60.52,4,10.0342,0.0,0.1645,1
11,36.83,-0.708,12,1.25,0,12.0,0.0,1,0.909,17.3,75.0,87.0,4,388.61,8,9.0279,0.0,0.0962,0
15,26.68,0.195,10,2.46,0,4.0,0.0,1,0.746,7.4,71.0,59.0,3,346.61,12,9.207,0.0,0.2236,0
6,21.74,-0.509,12,0.57,1,46.0,7.9,0,,,48.0,20.0,0,36.41,8,6.0793,0.3474,0.0438,1
16,34.69,-0.225,13,3.04,0,1.0,0.0,1,0.73,9.2,60.0,59.0,5,242.52,4,10.1284,0.0,0.2171,0
15,13.43,0.772,24,4.55,0,3.0,0.0,1,0.695,26.5,37.0,51.0,1,139.78,12,7.4009,0.0,0.182,0
10,95.29,0.517,11,1.39,0,3.0,0.0,0,,,16.0,70.0,2,123.37,8,10.9521,0.0,0.1158,1
15,60.06,-0.222,10,2.17,0,0.0,0.0,0,,,70.0,65.0,4,373.14,12,11.4005,0.0,0.1973,1
30,71.97,0.085,7,2.16,0,0.0,0.0,1,0.802,21.0,64.0,36.0,8,240.2,12,14.732,0.0,0.27,0
27,102.02,1.278,15,5.95,0,6.0,0.0,0,,,53.0,79.0,8,312.34,24,15.4445,0.0,0.3719,1
28,73.12,1.568,14,4.01,0,3.0,0.0,0,,,10.0,49.0,11,189.07,12,14.4985,0.0,0.2673,1
23,27.81,-0.118,15,5.57,1,90.0,28.99,0,,,58.0,10.0,3,367.58,24,10.6806,1.0062,0.3481,1
15,29.45,-1.379,18,1.46,1,45.0,52.78,0,,,66.0,58.0,5,74.37,12,9.4714,1.7333,0.0768,1
13,26.42,0.651,10,1.65,0,11.0,0.0,1,0.537,6.8,16.0,69.0,0,137.07,12,8.7386,0.0,0.15,0
7,20.11,-0.306,8,2.19,0,9.0,0.0,0,,,11.0,63.0,3,229.61,8,6.3418,0.0,0.2433,1
18,16.09,0.034,7,6.4,1,94.0,13.35,1,0.913,10.5,27.0,68.0,4,386.28,24,8.3578,0.7812,0.8,0
17,12.33,0.217,10,2.18,1,52.0,16.3,0,,,89.0,61.0,7,321.44,8,7.4861,1.2228,0.1982,1
12,37.11,-0.734,13,1.94,0,18.0,0.0,0,,,9.0,27.0,0,650.27,12,9.3376,0.0,0.1386,1
25,25.02,-0.026,14,3.03,1,59.0,33.23,1,0.702,6.2,50.0,68.0,7,454.37,12,10.6177,1.2771,0.202,0
14,14.96,0.172,7,3.11,0,3.0,0.0,1,0.912,12.0,84.0,42.0,2,616.41,24,7.5015,0.0,0.3888,0
19,76.05,-1.308,15,4.34,0,15.0,0.0,1,0.572,3.0,54.0,66.0,4,385.76,8,13.0148,0.0,0.2712,0
13,22.54,0.111,20,4.14,0,12.0,0.0,0,,,51.0,77.0,5,332.01,52,8.336,0.0,0.1971,1
11,30.72,-0.876,17,2.36,0,9.0,0.0,0,,,46.0,78.0,4,333.02,52,8.5902,0.0,0.1311,1
10,42.33,-0.238,11,1.06,0,5.0,0.0,0,,,49.0,17.0,4,198.32,24,9.0373,0.0,0.0883,1
9,18.26,-0.273,16,2.62,0,3.0,0.0,1,0.84,28.0,33.0,78.0,6,202.73,8,6.8111,0.0,0.1541,0
28,136.5,0.193,12,4.66,1,33.0,13.53,0,,,77.0,75.0,6,165.9,12,16.5793,0.0984,0.3585,1
7,27.1,-0.41,10,1.59,0,11.0,0.0,1,0.673,5.6,27.0,47.0,1,162.36,12,6.9365,0.0,0.1445,0
38,94.37,1.174,28,4.24,1,50.0,29.23,1,0.79,5.4,31.0,79.0,8,237.36,8,16.6976,0.3065,0.1462,0
22,65.29,0.423,15,3.4,0,2.0,0.0,0,,,27.0,51.0,7,255.97,4,13.1504,0.0,0.2125,1
7,15.42,0.609,10,1.68,1,27.0,11.0,0,,,41.0,84.0,2,124.3,4,5.8193,0.6699,0.1527,1
29,40.37,1.615,5,1.27,1,61.0,44.55,0,,,85.0,78.0,7,215.42,4,12.6611,1.0769,0.2117,1
6,28.13,0.647,10,3.03,0,12.0,0.0,1,0.807,8.4,57.0,76.0,4,492.19,4,6.5612,0.0,0.2755,0
32,113.43,-0.206,15,3.1,1,45.0,22.04,1,0.894,24.6,36.0,65.0,3,86.26,52,16.5733,0.1926,0.1938,0
9,45.87,-0.745,8,2.64,1,43.0,13.54,0,,,44.0,59.0,6,822.15,8,8.8589,0.2889,0.2933,1
6,25.4,-0.562,10,3.79,0,3.0,0.0,0,,,26.0,19.0,3,525.92,52,6.3697,0.0,0.3445,1
13,33.46,-1.091,11,1.15,1,81.0,24.31,1,0.814,2.6,26.0,41.0,2,333.34,8,9.3417,0.7055,0.0958,0
33,114.41,-0.061,13,2.92,0,0.0,0.0,1,0.696,61.2,38.0,88.0,11,63.09,4,16.7449,0.0,0.2086,0
9,30.4,1.513,13,1.72,1,75.0,33.7,0,,,8.0,15.0,4,783.39,4,7.9366,1.0732,0.1229,1
18,82.89,0.712,19,1.81,1,46.0,39.75,0,,,50.0,70.0,9,238.64,52,13.0424,0.4738,0.0905,1
23,38.97,-0.112,13,2.77,0,6.0,0.0,1,0.651,31.8,36.0,56.0,4,253.13,52,11.7211,0.0,0.1979,0
6,12.05,0.609,5,1.96,1,77.0,27.3,0,,,94.0,60.0,2,470.8,4,4.9986,2.092,0.3267,1
13,29.68,0.596,12,3.53,0,7.0,0.0,1,0.856,11.3,80.0,23.0,3,421.44,24,9.0351,0.0,0.2715,0
12,44.39,0.142,15,1.37,0,2.0,0.0,1,0.962,18.6,78.0,91.0,3,505.02,12,9.786,0.0,0.0856,0
12,68.04,-0.027,15,3.09,0,9.0,0.0,1,0.675,24.4,16.0,69.0,2,75.46,8,10.8618,0.0,0.1931,0
16,126.46,0.793,16,4.75,0,12.0,0.0,0,,,33.0,71.0,7,234.0,4,13.7349,0.0,0.2794,1
9,7.79,0.082,15,1.14,0,15.0,0.0,0,,,26.0,54.0,2,621.38,24,5.0049,0.0,0.0712,1
26,82.19,0.529,11,4.81,1,82.0,15.49,1,0.704,3.1,40.0,92.0,7,159.86,12,14.5713,0.1862,0.4008,0
18,15.29,0.11,16,2.38,1,63.0,46.67,0,,,21.0,86.0,6,375.44,12,8.2166,2.8649,0.14,1
7,18.66,-0.621,8,1.53,0,9.0,0.0,0,,,29.0,24.0,1,174.42,12,6.1938,0.0,0.17,1
21,26.29,-0.102,14,4.32,0,18.0,0.0,0,,,29.0,66.0,10,226.5,4,10.2206,0.0,0.288,1
9,61.4,-0.003,13,2.64,0,8.0,0.0,0,,,24.0,39.0,2,451.69,52,9.5179,0.0,0.1886,1
16,111.7,0.211,13,2.12,1,38.0,18.11,1,0.584,5.7,45.0,75.0,9,237.94,12,13.3862,0.1607,0.1514,0
10,61.85,1.447,11,2.53,0,10.0,0.0,0,,,27.0,70.0,9,492.14,4,9.9291,0.0,0.2108,1
40,97.35,1.166,31,3.67,1,81.0,15.37,1,0.72,1.7,73.0,80.0,12,687.56,4,17.0398,0.1563,0.1147,0
12,34.3,0.23,11,2.07,0,0.0,0.0,0,,,65.0,43.0,4,240.09,52,9.1412,0.0,0.1725,1
27,99.39,0.97,20,5.25,0,20.0,0.0,0,,,30.0,43.0,8,674.76,12,15.3583,0.0,0.25,1
14,24.61,-0.488,21,3.49,0,8.0,0.0,0,,,26.0,77.0,14,673.14,4,8.7822,0.0,0.1586,1
20,62.41,-0.108,15,1.68,1,78.0,13.67,0,,,30.0,27.0,3,380.53,12,12.6336,0.2156,0.105,1
31,84.09,0.17,18,1.11,0,13.0,0.0,1,0.723,18.2,59.0,82.0,9,127.64,52,15.4007,0.0,0.0584,0
32,144.03,0.967,32,5.65,0,3.0,0.0,1,0.958,0.0,57.0,77.0,14,1362.23,24,17.4019,0.0,0.1712,0
14,71.08,-0.42,14,3.57,0,2.0,0.0,0,,,76.0,13.0,10,1017.62,12,11.5844,0.0,0.238,1
16,99.48,0.08,11,4.11,0,8.0,0.0,1,0.687,9.2,23.0,40.0,4,162.69,4,13.061,0.0,0.3425,0
21,104.19,0.26,17,5.34,0,4.0,0.0,1,0.927,3.1,19.0,61.0,14,182.74,8,14.3912,0.0,0.2967,0
26,53.26,0.14,15,1.92,1,80.0,38.86,0,,,78.0,51.0,6,626.91,8,13.1629,0.7162,0.12,1
16,48.16,0.788,13,2.72,0,5.0,0.0,0,,,42.0,77.0,6,415.72,8,11.0356,0.0,0.1943,1
13,62.26,-0.517,10,2.68,0,3.0,0.0,1,0.803,12.4,6.0,80.0,11,195.51,4,10.9448,0.0,0.2436,0
22,227.53,1.217,16,6.47,0,16.0,0.0,0,,,61.0,66.0,15,665.45,12,17.031,0.0,0.3806,1
24,38.13,0.481,16,2.21,0,8.0,0.0,0,,,12.0,80.0,7,220.77,24,11.8033,0.0,0.13,1
21,17.3,0.63,12,2.85,0,11.0,0.0,1,0.812,7.0,73.0,81.0,6,387.82,8,8.9854,0.0,0.2192,0
20,87.97,0.476,19,3.06,1,43.0,22.18,1,0.778,1.4,48.0,82.0,7,113.28,12,13.6647,0.2493,0.153,0
20,42.26,0.137,13,2.68,1,30.0,21.56,0,,,54.0,40.0,4,1230.33,8,11.4694,0.4984,0.1914,1
11,16.84,-1.176,16,3.66,1,23.0,9.41,1,0.575,4.5,66.0,58.0,2,523.19,4,7.1601,0.5275,0.2153,0
7,34.09,-0.228,9,3.17,1,70.0,18.92,0,,,85.0,84.0,1,352.74,4,7.3985,0.5392,0.317,1
12,49.64,-0.498,16,2.62,0,0.0,0.0,0,,,51.0,54.0,8,276.84,8,10.0668,0.0,0.1541,1
19,31.06,0.545,9,5.11,0,10.0,0.0,0,,,29.0,68.0,2,809.23,24,10.388,0.0,0.511,1
9,19.42,-0.294,12,2.06,0,2.0,0.0,0,,,66.0,55.0,4,359.36,4,6.9458,0.0,0.1585,1
15,111.38,0.461,12,1.01,0,4.0,0.0,0,,,23.0,45.0,1,675.54,8,13.0918,0.0,0.0777,1
28,76.53,-0.268,19,6.89,1,79.0,84.89,1,0.831,4.2,51.0,93.0,9,688.55,8,14.65,1.0949,0.3445,0
10,25.6,-0.432,7,1.36,0,5.0,0.0,0,,,15.0,67.0,2,217.26,8,7.8673,0.0,0.17,1
12,50.86,0.203,16,3.92,0,22.0,0.0,1,0.917,8.7,12.0,78.0,2,251.83,12,10.1278,0.0,0.2306,0
15,36.17,0.726,16,1.8,0,2.0,0.0,1,0.897,6.6,12.0,52.0,5,238.85,4,10.0243,0.0,0.1059,0
3,21.22,0.547,6,0.81,0,0.0,0.0,0,,,68.0,50.0,1,26.87,4,4.2989,0.0,0.1157,1
13,36.08,0.634,8,1.32,0,14.0,0.0,0,,,51.0,74.0,4,313.85,12,9.5351,0.0,0.1467,1
13,32.26,-0.881,14,3.63,0,1.0,0.0,1,0.364,10.4,16.0,47.0,3,261.26,4,9.2482,0.0,0.242,0
9,42.22,1.002,15,3.21,0,1.0,0.0,0,,,35.0,40.0,5,429.8,52,8.6722,0.0,0.2006,1
8,12.53,-0.649,15,2.26,1,75.0,12.24,1,0.877,41.1,56.0,36.0,2,228.66,12,5.7236,0.9047,0.1412,0
14,25.06,-0.829,11,5.06,0,4.0,0.0,0,,,36.0,52.0,2,437.38,4,8.8293,0.0,0.4217,1
21,23.65,1.033,10,6.54,1,85.0,96.13,0,,,57.0,79.0,6,177.92,12,9.9061,3.8998,0.5945,1
18,41.37,0.3,13,1.8,1,72.0,37.07,1,0.728,14.3,67.0,41.0,8,91.28,12,11.0312,0.8749,0.1286,0
10,30.7,-0.653,13,3.08,1,43.0,7.46,0,,,59.0,34.0,3,210.9,8,8.2879,0.2353,0.22,1
15,91.51,0.672,14,3.24,1,44.0,42.76,1,0.704,12.4,71.0,58.0,8,487.33,8,12.5524,0.4622,0.216,0
12,40.97,-0.021,18,3.63,0,5.0,0.0,0,,,18.0,23.0,2,567.67,4,9.5851,0.0,0.1911,1
27,189.7,-0.48,10,2.19,1,59.0,29.7,0,,,51.0,64.0,6,225.97,4,17.4964,0.1557,0.1991,1
6,19.08,0.125,12,1.31,0,8.0,0.0,0,,,56.0,54.0,1,256.42,4,5.8372,0.0,0.1008,1
7,8.42,-0.518,8,3.56,0,15.0,0.0,0,,,29.0,61.0,1,120.37,8,4.6638,0.0,0.3956,1
19,78.62,-0.372,20,2.23,1,35.0,58.8,0,,,22.0,93.0,6,435.31,8,13.1131,0.7385,0.1062,1
9,71.87,0.508,6,1.42,0,4.0,0.0,0,,,38.0,61.0,5,480.4,24,9.875,0.0,0.2029,1
27,32.29,0.009,21,4.35,0,5.0,0.0,1,0.542,11.1,56.0,55.0,8,170.22,8,11.6802,0.0,0.1977,0
7,66.26,0.069,8,2.85,0,10.0,0.0,0,,,46.0,45.0,5,65.53,12,8.7515,0.0,0.3167,1
10,85.52,-0.656,11,2.49,1,49.0,28.77,0,,,64.0,69.0,4,462.9,4,10.6955,0.3325,0.2075,1
11,87.12,-0.744,15,2.4,0,1.0,0.0,1,0.871,4.7,40.0,91.0,8,547.36,4,11.1292,0.0,0.15,0
17,42.6,-0.699,18,7.92,0,1.0,0.0,0,,,61.0,81.0,8,100.99,4,10.9113,0.0,0.4168,1
25,87.82,0.518,19,5.38,1,72.0,47.16,0,,,61.0,73.0,12,226.88,12,14.6178,0.531,0.269,1
10,24.71,0.169,14,4.02,1,65.0,16.69,0,,,43.0,57.0,1,156.79,8,7.7857,0.6492,0.268,1
18,11.24,-0.698,15,1.69,1,90.0,6.88,1,0.548,30.2,65.0,33.0,9,264.4,4,7.375,0.5621,0.1056,0
30,250.65,0.468,22,2.56,1,35.0,49.0,1,0.816,14.9,26.0,62.0,13,661.12,24,18.9832,0.1947,0.1113,0
6,72.52,-0.098,8,1.32,0,21.0,0.0,1,0.691,0.6,26.0,69.0,3,115.63,4,8.3627,0.0,0.1467,0
2,73.67,-0.929,12,1.73,1,92.0,3.82,0,,,43.0,39.0,4,113.57,8,4.7384,0.0512,0.1331,1
30,57.17,0.96,29,2.58,0,12.0,0.0,0,,,57.0,70.0,13,282.48,24,13.9536,0.0,0.086,1
17,34.54,0.532,18,2.67,1,33.0,20.32,1,0.624,2.7,68.0,65.0,11,156.21,24,10.3205,0.5718,0.1405,0
21,80.65,0.477,8,1.65,0,14.0,0.0,0,,,26.0,71.0,5,75.56,24,13.6081,0.0,0.1833,1
33,112.76,1.045,13,6.42,0,3.0,0.0,1,0.826,3.2,37.0,59.0,9,168.49,8,16.6941,0.0,0.4586,0
17,41.5,0.712,9,3.54,0,6.0,0.0,0,,,46.0,48.0,8,127.68,4,10.8375,0.0,0.354,1
24,40.36,0.458,11,1.63,0,10.0,0.0,0,,,67.0,74.0,8,169.66,4,11.9817,0.0,0.1358,1
16,30.97,-0.067,18,4.32,1,57.0,30.3,0,,,35.0,13.0,6,66.83,8,9.8165,0.9478,0.2274,1
23,42.53,-0.319,8,6.29,0,9.0,0.0,0,,,63.0,46.0,4,445.34,8,11.9922,0.0,0.6989,1
7,31.93,0.46,13,3.51,1,41.0,16.08,0,,,3.0,24.0,4,154.78,52,7.2664,0.4883,0.2507,1
25,30.67,-0.591,23,4.18,1,80.0,40.4,0,,,30.0,76.0,7,1966.33,8,11.2579,1.2757,0.1742,1
4,18.11,-0.15,12,1.03,0,9.0,0.0,0,,,14.0,67.0,2,311.02,8,4.7482,0.0,0.0792,1
21,57.73,0.587,20,2.28,0,8.0,0.0,0,,,28.0,79.0,8,492.25,4,12.5897,0.0,0.1086,1
11,26.68,-0.496,9,1.76,0,6.0,0.0,0,,,50.0,79.0,2,440.96,12,8.2517,0.0,0.176,1
32,212.18,1.837,11,1.67,1,86.0,19.88,0,,,56.0,55.0,10,301.38,12,18.7488,0.0933,0.1392,1
7,16.61,0.583,12,2.01,0,1.0,0.0,0,,,50.0,84.0,2,70.23,8,5.9648,0.0,0.1546,1
14,113.34,0.808,6,1.07,0,8.0,0.0,1,0.734,8.0,46.0,91.0,2,161.42,4,12.8339,0.0,0.1529,0
6,45.9,0.244,9,1.63,0,5.0,0.0,1,0.881,5.2,11.0,61.0,0,415.54,12,7.4879,0.0,0.163,0
20,57.37,0.177,12,2.81,1,19.0,39.71,0,,,69.0,77.0,6,950.47,4,12.3815,0.6803,0.2162,1
12,18.69,1.174,16,2.78,1,77.0,33.1,1,0.675,4.9,58.0,87.0,8,87.09,12,7.6438,1.6811,0.1635,0
16,62.52,-0.475,11,6.01,0,1.0,0.0,0,,,59.0,68.0,2,229.14,8,11.7617,0.0,0.5008,1
25,119.9,0.445,12,5.8,1,71.0,25.75,1,0.927,2.9,28.0,74.0,9,220.29,12,15.6225,0.213,0.4462,0
4,55.24,-0.461,12,0.78,1,51.0,26.55,0,,,13.0,23.0,3,192.17,8,6.4854,0.4721,0.06,1
10,23.14,0.432,18,2.08,0,10.0,0.0,0,,,40.0,74.0,5,299.19,4,7.6346,0.0,0.1095,1
16,66.23,0.138,14,5.18,0,5.0,0.0,1,0.706,14.2,74.0,57.0,4,174.32,8,11.9225,0.0,0.3453,0
8,13.53,-0.675,11,0.93,0,1.0,0.0,1,0.684,21.7,22.0,82.0,4,85.08,8,5.8802,0.0,0.0775,0
32,39.98,0.648,20,5.42,1,16.0,50.92,0,,,58.0,46.0,7,287.18,12,12.9828,1.2426,0.2581,1
8,56.27,-1.039,12,1.36,1,50.0,44.58,0,,,59.0,21.0,5,237.13,24,8.8939,0.7784,0.1046,1
14,39.56,0.91,16,3.67,0,12.0,0.0,1,0.804,1.6,35.0,56.0,6,153.6,8,10.0273,0.0,0.2159,0
11,65.62,0.01,9,2.46,0,2.0,0.0,1,0.775,56.0,65.0,63.0,4,276.43,8,10.4341,0.0,0.246,0
9,13.39,-0.134,16,1.91,1,74.0,50.4,0,,,16.0,45.0,2,198.9,8,6.1399,3.5024,0.1124,1
19,16.56,-0.604,12,1.58,0,2.0,0.0,1,0.889,8.3,36.0,71.0,2,106.04,12,8.5846,0.0,0.1215,0
17,38.48,-0.134,12,3.29,0,7.0,0.0,0,,,41.0,75.0,6,243.88,12,10.6244,0.0,0.2531,1
24,335.99,1.034,20,4.7,1,55.0,50.05,0,,,41.0,65.0,10,328.96,12,18.734,0.1485,0.2238,1
15,96.24,0.768,14,2.41,1,42.0,14.36,1,0.829,43.9,28.0,79.0,6,77.15,8,12.6906,0.1477,0.1607,0
15,35.1,-0.182,20,2.31,1,45.0,24.73,1,0.851,4.3,35.0,86.0,8,599.81,8,9.9433,0.685,0.11,0
17,29.07,-0.122,14,2.99,0,2.0,0.0,0,,,53.0,39.0,7,240.66,12,9.8375,0.0,0.1993,1
10,62.86,0.7,10,2.86,0,1.0,0.0,0,,,44.0,57.0,2,465.6,52,9.9673,0.0,0.26,1
19,28.51,0.073,15,1.39,1,86.0,22.7,0,,,63.0,97.0,7,332.59,12,10.1397,0.7692,0.0869,1
14,69.0,-0.655,9,4.76,0,1.0,0.0,1,0.933,0.1,57.0,52.0,5,247.32,12,11.5051,0.0,0.476,0
13,15.26,-0.253,9,1.96,0,5.0,0.0,1,0.658,37.7,38.0,78.0,2,222.68,12,7.3596,0.0,0.196,0
9,57.66,-0.152,15,4.46,1,47.0,21.28,1,0.849,26.0,40.0,62.0,0,300.86,8,9.3756,0.3628,0.2788,0
7,38.36,0.047,15,1.28,0,4.0,0.0,0,,,39.0,35.0,6,106.54,8,7.6373,0.0,0.08,1
15,34.94,-0.779,11,3.04,1,41.0,19.74,0,,,46.0,29.0,1,357.34,12,9.931,0.5492,0.2533,1
12,29.45,-0.301,17,9.53,0,3.0,0.0,0,,,38.0,62.0,3,210.13,8,8.7621,0.0,0.5294,1
19,83.4,0.723,14,3.83,0,2.0,0.0,0,,,14.0,78.0,8,833.59,8,13.2878,0.0,0.2553,1
17,85.78,0.399,15,2.17,1,82.0,10.77,1,0.671,9.1,68.0,40.0,7,362.24,4,12.9008,0.1241,0.1356,0
16,57.81,-0.13,19,2.32,1,51.0,17.71,1,0.848,18.9,35.0,75.0,8,631.11,8,11.5434,0.3011,0.116,0
6,47.6,-0.615,15,2.49,0,1.0,0.0,1,0.721,21.3,23.0,34.0,2,303.47,12,7.5572,0.0,0.1556,0
3,12.42,0.436,6,0.79,0,5.0,0.0,0,,,47.0,46.0,3,182.95,12,3.5999,0.0,0.1129,1
10,43.15,0.179,9,1.5,0,1.0,0.0,1,0.79,1.9,71.0,3.0,4,152.34,52,9.0823,0.0,0.15,0
32,115.33,0.887,22,10.14,1,61.0,31.85,0,,,54.0,71.0,13,331.56,8,16.6309,0.2738,0.4409,1
17,48.75,-0.324,8,3.35,0,3.0,0.0,1,0.696,13.5,25.0,29.0,4,26.08,8,11.2927,0.0,0.3722,0
18,80.83,0.118,10,2.55,0,7.0,0.0,1,0.804,13.5,34.0,68.0,4,308.12,12,12.9692,0.0,0.2318,0
8,41.41,-0.477,11,3.95,1,74.0,21.4,0,,,31.0,77.0,5,129.69,8,8.2338,0.5046,0.3292,1
9,29.32,-1.423,14,0.94,0,0.0,0.0,0,,,12.0,74.0,1,273.96,8,7.856,0.0,0.0627,1
19,60.05,-0.464,16,6.51,1,73.0,30.78,1,0.821,2.9,51.0,46.0,3,207.19,8,12.3175,0.5042,0.3829,0
12,25.63,-1.188,10,2.98,0,0.0,0.0,1,0.898,20.5,61.0,65.0,2,210.97,8,8.4183,0.0,0.2709,0
22,48.82,-0.089,14,4.74,0,2.0,0.0,0,,,41.0,92.0,5,260.6,8,12.2548,0.0,0.316,1
18,30.71,-0.055,26,10.88,1,51.0,62.33,0,,,83.0,60.0,10,424.11,12,10.1778,1.9656,0.403,1
6,46.31,-0.353,17,2.47,0,2.0,0.0,0,,,17.0,65.0,4,682.96,8,7.5048,0.0,0.1372,1
12,18.16,-0.218,12,3.12,0,4.0,0.0,0,,,48.0,76.0,8,306.06,4,7.5738,0.0,0.24,1
20,207.91,0.586,21,1.56,1,91.0,45.99,1,0.671,1.3,82.0,77.0,4,256.62,52,16.2635,0.2201,0.0709,0
13,9.3,0.475,12,1.37,1,78.0,32.71,0,,,56.0,59.0,1,119.48,8,6.1547,3.1757,0.1054,1
23,17.74,-0.196,17,1.99,1,17.0,17.09,0,,,31.0,64.0,5,283.02,4,9.3138,0.912,0.1106,1
11,49.08,-0.907,7,3.33,0,2.0,0.0,1,0.841,1.8,59.0,46.0,4,140.36,12,9.725,0.0,0.4162,0
12,48.4,-0.061,16,2.82,1,43.0,52.97,1,0.936,6.1,59.0,65.0,8,177.36,8,10.0032,1.0723,0.1659,0
14,59.85,0.17,18,2.11,1,15.0,30.88,0,,,55.0,79.0,6,140.29,24,11.1258,0.5075,0.1111,1
7,141.31,-0.829,11,4.92,0,12.0,0.0,0,,,59.0,46.0,4,456.85,4,10.3099,0.0,0.41,1
20,22.91,0.429,21,7.15,0,6.0,0.0,1,0.856,6.4,23.0,51.0,6,165.01,24,9.6642,0.0,0.325,0
13,97.89,0.124,9,3.21,1,65.0,17.01,0,,,74.0,33.0,1,287.47,8,12.1239,0.172,0.321,1
9,94.8,-1.106,16,1.83,0,0.0,0.0,0,,,66.0,74.0,5,319.2,12,10.505,0.0,0.1076,1
8,11.51,0.785,9,5.44,0,8.0,0.0,0,,,28.0,68.0,1,78.12,12,5.5514,0.0,0.544,1
25,53.38,0.242,19,2.89,1,64.0,24.27,1,0.614,2.3,65.0,63.0,4,636.92,8,13.0193,0.4463,0.1445,0
19,90.72,0.745,12,3.63,1,85.0,19.6,1,0.9,1.2,68.0,77.0,7,166.1,12,13.5369,0.2137,0.2792,0
10,11.64,-0.736,11,2.02,0,14.0,0.0,1,0.868,28.5,46.0,79.0,5,334.46,8,6.0831,0.0,0.1683,0
17,37.62,0.821,18,1.91,0,0.0,0.0,1,0.91,8.4,53.0,74.0,3,430.82,8,10.5608,0.0,0.1005,0
9,50.89,0.155,9,1.46,0,10.0,0.0,0,,,19.0,88.0,2,304.48,12,9.0932,0.0,0.146,1
17,91.87,0.033,14,1.27,1,20.0,16.05,1,0.762,9.9,38.0,55.0,2,644.78,8,13.0969,0.1728,0.0847,0
9,18.15,-0.83,11,1.83,0,9.0,0.0,1,0.937,2.9,51.0,49.0,1,272.84,12,6.7979,0.0,0.1525,0
27,69.59,0.944,19,2.01,0,5.0,0.0,0,,,35.0,61.0,5,181.18,8,14.1848,0.0,0.1005,1
7,59.83,-0.635,4,1.61,1,59.0,18.39,0,,,22.0,40.0,3,544.46,8,8.5425,0.3023,0.322,1
14,120.34,-0.763,12,2.59,0,2.0,0.0,1,0.575,2.5,53.0,15.0,3,245.55,8,12.9948,0.0,0.1992,0
23,20.72,-0.877,11,2.84,0,2.0,0.0,1,0.795,29.6,40.0,87.0,5,817.12,4,9.7828,0.0,0.2367,0
9,74.06,-0.481,17,1.33,0,5.0,0.0,0,,,39.0,65.0,3,93.9,12,9.9432,0.0,0.0739,1
25,64.93,-0.606,14,3.22,1,64.0,37.8,1,0.965,1.6,46.0,36.0,4,291.87,4,13.6468,0.5733,0.2147,0
20,24.51,0.693,15,8.4,0,14.0,0.0,0,,,54.0,35.0,5,118.87,12,9.8614,0.0,0.525,1
21,20.25,0.87,12,7.11,1,90.0,39.44,1,0.824,3.5,70.0,59.0,6,458.15,8,9.4473,1.856,0.5469,0
5,20.43,-0.3,13,2.97,1,81.0,23.98,1,0.573,27.0,87.0,22.0,1,332.04,8,5.4914,1.119,0.2121,0
11,14.57,-1.819,8,1.19,0,1.0,0.0,0,,,46.0,81.0,2,58.21,52,6.8219,0.0,0.1322,1
21,85.14,-0.013,19,2.86,1,77.0,65.94,1,0.44,26.6,50.0,60.0,3,169.74,12,13.7736,0.7655,0.143,0
37,38.59,1.396,18,4.91,0,7.0,0.0,1,0.649,1.1,55.0,90.0,5,326.33,8,13.3811,0.0,0.2584,0
5,16.23,-0.444,16,1.88,0,5.0,0.0,1,0.442,3.6,45.0,49.0,1,302.08,52,5.1005,0.0,0.1106,0
