region,gender,age,occupation,monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,repaid
Central Africa,Male,50,Informal worker,8,62.31,-0.842,8,1.16,1,44.0,20.92,0,,,8.0,45.0,0,202.63,12,1
West Africa,Female,24,Farmer,25,39.68,1.453,21,2.34,0,3.0,0.0,1,0.813,28.0,45.0,78.0,11,1061.52,24,1
East Africa,Female,32,Farmer,23,82.94,-0.117,11,4.1,0,4.0,0.0,0,,,40.0,61.0,3,292.69,12,0
East Africa,Male,50,Informal worker,11,27.89,-0.15,15,1.41,0,7.0,0.0,0,,,72.0,65.0,4,80.43,4,1
West Africa,Female,41,Self-employed,17,36.73,-0.017,16,6.39,0,3.0,0.0,0,,,52.0,55.0,4,213.09,8,1
West Africa,Female,42,Farmer,18,63.67,1.446,17,2.95,1,38.0,23.22,0,,,37.0,94.0,8,97.11,52,1
Central Africa,Male,19,Informal worker,21,52.16,0.061,12,3.69,1,27.0,13.26,0,,,49.0,24.0,3,82.84,8,1
West Africa,Male,37,Salaried,9,22.13,0.23,11,1.41,0,5.0,0.0,0,,,22.0,67.0,3,117.23,8,1
East Africa,Male,46,Trader,20,68.71,1.129,8,4.39,1,21.0,34.47,1,0.706,3.8,41.0,81.0,7,577.14,4,1
Southern Africa,Male,53,Salaried,9,20.46,-1.181,7,3.6,1,76.0,19.41,1,0.467,1.0,23.0,30.0,2,87.08,8,1
West Africa,Female,39,Farmer,13,70.35,1.075,20,5.88,1,60.0,64.28,1,0.363,0.3,59.0,22.0,4,119.93,8,0
East Africa,Female,44,Trader,26,63.1,0.451,15,3.4,1,72.0,64.73,0,,,73.0,87.0,7,900.19,12,1
Central Africa,Male,28,Trader,13,47.73,-0.146,7,1.22,1,67.0,11.44,1,0.912,28.1,47.0,33.0,3,232.26,4,1
East Africa,Female,55,Trader,14,58.16,0.236,11,2.66,0,7.0,0.0,1,0.66,31.7,49.0,56.0,5,257.79,12,1
West Africa,Male,50,Salaried,13,22.57,1.033,11,0.62,1,57.0,4.64,0,,,49.0,57.0,0,167.94,8,1
West Africa,Male,52,Informal worker,12,45.94,-0.154,18,3.22,1,80.0,8.87,1,0.562,9.3,73.0,80.0,6,327.09,4,1
Central Africa,Male,49,Salaried,26,17.04,0.728,24,2.58,0,13.0,0.0,1,0.803,14.9,45.0,79.0,12,463.04,12,1
West Africa,Female,64,Salaried,28,189.06,0.778,19,3.34,0,9.0,0.0,1,0.589,1.2,33.0,58.0,6,307.49,12,0
East Africa,Female,59,Farmer,17,159.75,0.134,18,2.44,0,4.0,0.0,0,,,57.0,64.0,3,413.57,8,1
West Africa,Female,56,Self-employed,11,35.41,0.421,7,3.3,0,9.0,0.0,0,,,67.0,49.0,6,196.58,12,1
East Africa,Male,33,Salaried,13,28.47,0.187,13,2.62,0,10.0,0.0,0,,,60.0,58.0,3,129.09,8,1
Central Africa,Male,21,Farmer,18,65.73,0.771,13,2.69,1,64.0,19.63,1,0.937,4.1,12.0,78.0,6,337.34,12,1
East Africa,Male,18,Salaried,10,17.68,0.271,16,5.02,1,59.0,35.09,1,0.966,0.1,35.0,45.0,3,599.97,8,1
Central Africa,Prefer not to say,54,Salaried,16,99.48,0.08,11,4.11,0,8.0,0.0,1,0.687,9.2,23.0,40.0,4,162.69,4,0
West Africa,Male,60,Farmer,7,28.7,0.169,5,1.05,0,2.0,0.0,1,0.82,11.2,17.0,40.0,1,44.86,4,0
East Africa,Female,48,Trader,12,29.72,0.49,16,3.62,1,96.0,7.97,1,0.807,13.2,50.0,67.0,1,125.69,8,1
Central Africa,Female,51,Farmer,14,21.37,-0.112,4,2.16,0,7.0,0.0,1,0.875,13.7,64.0,86.0,4,234.86,12,1
East Africa,Male,22,Self-employed,23,15.69,0.008,19,2.96,1,50.0,45.88,0,,,38.0,52.0,8,365.47,4,1
West Africa,Male,44,Informal worker,12,50.05,-0.008,14,1.55,0,2.0,0.0,1,0.916,5.7,31.0,69.0,11,225.05,12,1
Central Africa,Male,46,Salaried,17,22.36,0.986,11,2.14,1,98.0,24.9,1,0.793,11.0,51.0,80.0,5,121.78,24,1
East Africa,Female,25,Self-employed,18,48.26,-0.281,15,2.39,0,1.0,0.0,0,,,38.0,86.0,9,114.24,8,1
East Africa,Prefer not to say,53,Trader,16,56.42,0.169,14,2.09,1,49.0,36.69,1,0.74,0.7,51.0,72.0,6,419.9,24,1
Central Africa,Male,33,Self-employed,14,35.72,0.052,17,3.41,0,1.0,0.0,0,,,34.0,47.0,7,78.96,8,1
West Africa,Prefer not to say,27,Farmer,9,21.78,0.716,15,2.23,0,7.0,0.0,1,0.463,78.1,43.0,78.0,5,115.77,8,0
West Africa,Male,50,Informal worker,17,61.18,-0.364,19,4.74,0,1.0,0.0,0,,,38.0,59.0,15,185.85,24,1
West Africa,Male,38,Farmer,12,42.37,0.558,6,2.21,1,49.0,29.32,0,,,61.0,82.0,3,408.35,4,1
East Africa,Female,43,Farmer,15,45.64,-0.302,11,5.05,0,2.0,0.0,1,0.562,16.9,53.0,48.0,3,233.62,8,1
West Africa,Female,43,Farmer,16,104.61,-0.122,16,1.38,0,2.0,0.0,1,0.592,4.6,45.0,45.0,0,104.66,4,1
Southern Africa,Male,47,Farmer,28,210.81,0.968,15,1.39,1,85.0,33.96,0,,,80.0,60.0,7,381.79,24,1
West Africa,Female,37,Trader,21,53.47,1.209,14,3.68,0,3.0,0.0,1,0.665,0.2,77.0,94.0,11,307.69,8,1
Southern Africa,Female,56,Farmer,17,51.9,0.431,10,4.07,1,67.0,15.65,1,0.888,4.1,11.0,30.0,2,47.69,12,1
West Africa,Female,59,Informal worker,21,37.79,-0.224,11,2.74,0,9.0,0.0,0,,,76.0,48.0,7,506.62,24,1
East Africa,Female,40,Self-employed,18,22.9,-0.328,13,3.81,1,67.0,26.08,0,,,65.0,63.0,14,140.36,8,1
West Africa,Male,25,Trader,31,89.65,1.664,16,2.44,0,5.0,0.0,1,0.756,0.5,65.0,81.0,12,456.94,24,1
Southern Africa,Male,31,Trader,20,28.07,-0.354,20,6.4,0,13.0,0.0,1,0.771,16.3,83.0,90.0,10,168.48,8,1
East Africa,Female,54,Informal worker,12,99.41,1.173,17,2.89,0,5.0,0.0,0,,,50.0,85.0,5,266.38,4,1
East Africa,Male,30,Informal worker,7,28.3,0.276,10,2.33,1,31.0,25.53,0,,,50.0,43.0,6,192.86,52,1
Central Africa,Male,54,Informal worker,18,39.87,0.601,17,1.79,0,3.0,0.0,1,0.477,9.0,69.0,80.0,5,221.33,24,0
East Africa,Male,49,Self-employed,12,26.51,0.525,11,1.93,0,5.0,0.0,1,0.458,0.6,55.0,81.0,2,153.86,4,1
West Africa,Male,39,Trader,15,44.27,-0.538,14,2.45,0,0.0,0.0,0,,,53.0,41.0,3,109.54,8,1
Central Africa,Male,23,Farmer,19,52.64,0.246,16,2.72,0,11.0,0.0,0,,,62.0,74.0,7,473.29,12,0
West Africa,Male,43,Self-employed,16,23.3,1.455,15,5.46,0,4.0,0.0,0,,,63.0,97.0,6,1731.34,8,1
West Africa,Male,50,Informal worker,14,52.52,-0.434,16,2.98,1,66.0,19.44,0,,,49.0,53.0,11,186.9,8,1
East Africa,Male,25,Informal worker,23,69.47,1.437,8,4.39,1,55.0,82.91,1,0.899,4.9,51.0,71.0,9,115.41,4,0
West Africa,Female,56,Self-employed,24,68.21,1.217,7,5.63,0,3.0,0.0,1,0.943,22.3,16.0,60.0,6,342.21,24,1
West Africa,Female,27,Farmer,21,36.31,-0.423,11,4.11,0,0.0,0.0,1,0.847,9.3,83.0,55.0,4,176.32,8,1
Southern Africa,Male,37,Trader,16,52.19,0.797,12,6.87,0,8.0,0.0,0,,,63.0,60.0,8,297.11,4,1
West Africa,Male,42,Trader,6,19.06,0.74,10,0.95,0,1.0,0.0,0,,,31.0,51.0,1,553.5,24,0
Southern Africa,Male,52,Salaried,11,34.64,1.205,10,3.16,1,33.0,30.62,0,,,22.0,56.0,3,288.14,12,0
Central Africa,Female,28,Salaried,7,29.6,-1.38,17,1.06,0,4.0,0.0,0,,,67.0,55.0,3,372.32,4,0
East Africa,Female,33,Trader,17,67.99,0.921,11,2.14,1,47.0,22.17,1,0.96,17.1,58.0,70.0,9,283.01,4,1
Southern Africa,Female,55,Farmer,23,55.28,0.665,20,3.76,1,82.0,66.12,0,,,46.0,71.0,7,225.35,4,1
Southern Africa,Female,33,Informal worker,14,40.28,0.91,14,3.06,0,4.0,0.0,0,,,44.0,86.0,2,665.78,4,1
Central Africa,Male,46,Trader,4,43.45,-0.098,11,1.91,0,5.0,0.0,0,,,35.0,77.0,2,85.37,4,1
West Africa,Male,36,Salaried,41,97.72,1.098,21,5.32,1,48.0,148.41,0,,,32.0,76.0,14,534.49,8,1
West Africa,Male,20,Farmer,22,81.21,1.372,19,8.88,1,17.0,103.71,1,0.893,7.9,30.0,56.0,4,368.15,4,1
East Africa,Male,42,Salaried,18,23.92,0.495,16,2.66,0,18.0,0.0,1,0.883,10.7,36.0,78.0,4,172.6,4,0
East Africa,Male,34,Salaried,20,187.68,1.73,21,2.49,0,5.0,0.0,0,,,82.0,42.0,10,792.74,12,1
West Africa,Female,30,Trader,39,106.91,1.355,26,17.0,1,68.0,39.84,1,0.799,4.6,17.0,87.0,14,773.85,4,1
East Africa,Male,58,Informal worker,16,46.2,-0.489,14,7.4,0,3.0,0.0,1,0.862,1.5,16.0,90.0,4,208.31,4,1
West Africa,Female,54,Informal worker,29,129.43,1.074,20,6.89,0,6.0,0.0,0,,,59.0,59.0,9,351.94,4,1
Central Africa,Male,31,Farmer,15,121.46,1.036,16,4.51,0,4.0,0.0,1,0.875,14.2,54.0,53.0,6,209.31,24,1
West Africa,Male,42,Trader,4,14.29,-0.945,16,1.41,0,2.0,0.0,1,0.592,27.1,33.0,34.0,0,302.82,8,0
West Africa,Female,51,Salaried,22,18.22,0.483,13,3.18,0,7.0,0.0,0,,,54.0,58.0,13,52.88,8,1
West Africa,Male,20,Informal worker,36,103.0,-0.604,17,6.24,1,36.0,41.61,0,,,36.0,90.0,10,447.71,52,0
West Africa,Male,22,Informal worker,8,9.0,-0.953,8,1.92,1,88.0,5.02,0,,,37.0,53.0,0,249.82,8,1
West Africa,Male,43,Farmer,5,18.42,-0.982,17,1.62,0,9.0,0.0,0,,,60.0,86.0,3,317.69,24,0
West Africa,Female,61,Informal worker,25,279.55,0.036,19,6.57,1,38.0,60.36,1,0.71,7.5,33.0,63.0,8,538.07,12,1
West Africa,Male,61,Informal worker,30,40.33,1.448,16,15.52,0,2.0,0.0,0,,,63.0,77.0,13,422.64,4,1
West Africa,Female,39,Farmer,8,14.68,-0.495,16,2.98,1,77.0,11.56,1,0.865,16.7,46.0,26.0,7,633.03,12,1
East Africa,Prefer not to say,51,Trader,18,101.73,0.166,19,11.92,0,9.0,0.0,0,,,63.0,84.0,8,111.92,52,1
East Africa,Female,41,Farmer,23,88.97,-0.205,9,4.22,0,1.0,0.0,0,,,75.0,46.0,11,807.95,24,0
West Africa,Male,60,Informal worker,14,97.03,0.365,21,4.55,0,4.0,0.0,1,0.547,36.0,44.0,68.0,7,899.12,12,1
West Africa,Female,44,Trader,28,22.0,1.19,22,3.75,1,79.0,16.48,1,0.877,13.9,61.0,94.0,7,280.58,52,1
West Africa,Male,59,Salaried,23,36.87,0.385,12,3.48,0,7.0,0.0,0,,,44.0,67.0,2,742.08,52,0
West Africa,Female,35,Trader,20,73.12,0.58,16,2.11,1,57.0,21.58,0,,,49.0,68.0,6,255.04,52,1
West Africa,Male,61,Salaried,14,28.19,0.505,6,1.66,0,2.0,0.0,0,,,61.0,72.0,0,237.14,12,0
Southern Africa,Male,52,Trader,11,113.55,0.232,11,3.85,1,13.0,15.42,1,0.682,25.0,44.0,26.0,7,451.69,8,1
Central Africa,Male,54,Informal worker,28,51.06,-0.556,11,6.37,1,54.0,24.8,1,0.589,22.1,59.0,96.0,6,1418.72,8,1
Central Africa,Female,18,Informal worker,9,24.99,0.418,5,3.21,0,8.0,0.0,0,,,8.0,30.0,1,208.08,8,1
East Africa,Female,55,Informal worker,21,29.6,-0.318,12,4.1,0,15.0,0.0,1,0.721,3.7,55.0,23.0,2,190.77,24,1
East Africa,Male,25,Self-employed,9,54.82,-1.433,9,0.87,0,11.0,0.0,0,,,13.0,56.0,1,323.42,4,0
West Africa,Male,62,Trader,6,55.32,0.316,10,2.96,0,4.0,0.0,1,0.868,4.0,32.0,50.0,7,336.46,8,1
Southern Africa,Female,26,Trader,7,26.16,1.002,12,3.33,0,3.0,0.0,1,0.606,3.5,52.0,44.0,0,503.57,24,1
Southern Africa,Female,56,Trader,13,15.82,0.396,8,0.54,0,8.0,0.0,0,,,38.0,6.0,3,88.75,12,0
Southern Africa,Female,47,Farmer,13,35.33,-1.139,8,2.49,0,4.0,0.0,0,,,23.0,86.0,6,80.06,4,1
Central Africa,Male,36,Salaried,18,80.6,0.337,18,3.76,1,28.0,24.76,0,,,39.0,52.0,6,1082.22,4,1
East Africa,Female,59,Trader,36,85.07,0.192,24,5.8,1,54.0,47.1,1,0.732,11.1,50.0,59.0,10,108.11,24,0
Southern Africa,Female,36,Salaried,21,73.55,-0.198,12,2.96,0,2.0,0.0,1,0.733,3.8,31.0,41.0,9,242.5,12,1
Southern Africa,Male,20,Farmer,12,81.65,0.395,21,6.96,0,7.0,0.0,0,,,80.0,88.0,2,137.1,12,1
West Africa,Male,21,Self-employed,23,31.87,-0.062,16,3.54,0,13.0,0.0,0,,,53.0,80.0,3,300.32,12,1
Central Africa,Male,58,Farmer,12,45.78,-0.764,5,2.67,0,1.0,0.0,1,0.962,11.3,32.0,46.0,5,207.86,4,0
West Africa,Male,36,Self-employed,31,65.93,0.298,20,4.03,1,81.0,63.05,1,0.866,14.2,37.0,82.0,8,147.27,8,1
Central Africa,Female,56,Informal worker,15,31.33,0.116,9,3.13,0,13.0,0.0,1,0.586,6.2,40.0,70.0,7,155.74,4,0
Southern Africa,Male,18,Self-employed,11,34.47,-0.808,13,2.42,1,69.0,10.08,1,0.724,30.2,32.0,80.0,5,356.86,8,1
West Africa,Female,21,Informal worker,28,84.78,-0.315,13,3.95,0,5.0,0.0,1,0.976,1.5,49.0,52.0,9,959.97,4,1
Southern Africa,Male,64,Farmer,10,15.59,-0.712,12,2.45,0,8.0,0.0,0,,,58.0,57.0,2,359.08,4,1
West Africa,Female,24,Salaried,26,127.59,-0.412,20,4.23,1,37.0,36.57,1,0.82,2.9,72.0,67.0,10,96.75,24,1
Southern Africa,Female,50,Farmer,15,47.72,0.546,16,3.36,0,2.0,0.0,0,,,65.0,94.0,5,203.16,8,0
Southern Africa,Female,34,Farmer,22,64.91,0.359,19,2.66,0,6.0,0.0,0,,,78.0,83.0,8,331.39,8,1
East Africa,Female,41,Farmer,9,22.87,0.574,13,2.9,0,4.0,0.0,1,0.784,1.9,61.0,81.0,4,247.14,8,0
Central Africa,Male,23,Salaried,8,37.24,-1.461,13,4.43,0,0.0,0.0,0,,,50.0,60.0,1,184.7,8,0
West Africa,Female,30,Informal worker,10,137.42,0.65,8,4.81,0,10.0,0.0,0,,,21.0,61.0,0,240.47,8,1
West Africa,Female,53,Trader,17,69.5,-0.606,14,3.77,1,69.0,12.98,0,,,57.0,77.0,9,229.17,24,1
East Africa,Male,43,Salaried,11,34.95,-0.138,15,3.89,0,13.0,0.0,0,,,21.0,61.0,4,101.18,24,1
West Africa,Prefer not to say,41,Farmer,8,14.63,-0.507,5,1.58,1,43.0,23.46,0,,,36.0,38.0,4,261.12,4,1
East Africa,Male,62,Trader,11,28.9,-0.992,14,2.45,0,6.0,0.0,1,0.921,17.3,61.0,87.0,2,215.0,4,1
West Africa,Female,37,Trader,14,32.85,0.134,10,3.0,0,14.0,0.0,1,0.847,8.3,47.0,31.0,3,684.58,8,1
East Africa,Male,55,Trader,11,44.83,-0.159,11,3.18,0,4.0,0.0,0,,,36.0,71.0,0,141.9,8,0
East Africa,Female,52,Informal worker,33,45.6,1.636,19,2.1,1,78.0,21.31,0,,,75.0,81.0,13,345.91,4,1
Central Africa,Male,39,Trader,30,109.27,0.577,15,2.87,1,83.0,37.77,0,,,54.0,99.0,11,259.09,4,1
West Africa,Male,31,Trader,11,39.04,-0.203,9,3.14,1,34.0,9.19,1,0.833,5.2,61.0,83.0,6,87.48,4,1
Central Africa,Male,34,Farmer,23,20.96,-0.367,8,4.55,1,41.0,20.07,1,0.911,7.9,17.0,75.0,5,1666.53,4,1
East Africa,Prefer not to say,58,Salaried,17,113.8,-0.104,16,5.54,0,12.0,0.0,1,0.963,26.5,32.0,29.0,4,924.64,8,1
West Africa,Male,32,Informal worker,30,59.13,-0.73,24,11.15,1,69.0,58.18,0,,,52.0,47.0,10,221.09,24,1
East Africa,Female,48,Farmer,17,31.69,-0.259,12,2.3,1,55.0,25.84,0,,,57.0,44.0,6,556.51,24,1
East Africa,Male,23,Informal worker,16,38.41,0.182,12,4.06,1,25.0,13.22,1,0.781,6.1,35.0,37.0,3,252.22,52,1
West Africa,Female,34,Trader,14,47.83,-0.634,6,1.47,0,7.0,0.0,0,,,60.0,47.0,1,144.86,24,0
East Africa,Male,61,Salaried,26,58.48,1.296,21,6.78,0,10.0,0.0,0,,,11.0,75.0,11,223.12,24,1
West Africa,Female,43,Trader,11,54.05,-0.178,10,3.3,0,1.0,0.0,1,0.842,32.7,36.0,47.0,1,307.82,24,1
East Africa,Female,56,Trader,13,20.92,0.266,12,3.48,1,87.0,24.88,1,0.766,6.3,56.0,70.0,2,261.01,52,1
East Africa,Male,30,Farmer,23,144.39,0.361,18,6.2,0,12.0,0.0,0,,,36.0,83.0,14,300.22,52,1
East Africa,Male,53,Trader,8,17.05,-0.471,17,1.6,0,2.0,0.0,0,,,78.0,74.0,5,784.15,8,1
Southern Africa,Female,64,Trader,18,41.76,1.025,10,6.18,0,2.0,0.0,0,,,74.0,83.0,8,273.14,4,1
West Africa,Male,61,Informal worker,18,106.49,0.204,21,1.2,1,87.0,59.81,0,,,27.0,78.0,6,414.18,52,1
Central Africa,Male,38,Farmer,13,21.11,0.374,10,1.62,0,5.0,0.0,1,0.822,2.2,42.0,83.0,4,112.03,12,0
Southern Africa,Male,50,Trader,14,32.77,-0.324,8,3.2,0,4.0,0.0,0,,,34.0,85.0,2,463.8,8,0
Central Africa,Female,60,Informal worker,14,12.84,-2.452,13,2.27,0,4.0,0.0,1,0.826,33.3,28.0,57.0,0,164.59,12,0
Southern Africa,Female,56,Informal worker,6,61.11,0.829,9,1.22,0,1.0,0.0,1,0.854,40.7,64.0,11.0,4,466.44,8,1
West Africa,Female,63,Self-employed,9,34.16,-0.731,13,2.98,1,96.0,31.96,1,0.849,1.2,54.0,19.0,5,98.7,12,1
East Africa,Female,19,Trader,8,45.9,-1.127,10,6.31,0,2.0,0.0,0,,,66.0,74.0,2,399.74,24,0
West Africa,Male,43,Salaried,23,96.72,1.139,23,5.08,1,64.0,11.7,1,0.793,8.4,37.0,79.0,9,154.25,4,1
Southern Africa,Male,55,Informal worker,20,16.73,-1.045,17,2.99,0,7.0,0.0,0,,,36.0,87.0,5,334.11,8,0
East Africa,Male,52,Informal worker,23,22.3,1.038,15,2.29,1,56.0,12.35,0,,,44.0,89.0,8,179.63,52,1
West Africa,Male,25,Trader,15,31.38,0.047,15,1.49,0,4.0,0.0,0,,,36.0,89.0,4,511.74,12,1
Central Africa,Male,44,Farmer,25,205.64,0.676,11,2.42,0,16.0,0.0,1,0.93,13.9,42.0,86.0,6,657.91,52,1
West Africa,Female,25,Trader,8,20.46,-0.137,11,2.61,0,0.0,0.0,0,,,23.0,39.0,2,254.98,4,0
East Africa,Male,22,Informal worker,7,72.46,-1.043,9,2.36,0,3.0,0.0,1,0.746,9.9,54.0,77.0,2,372.92,8,0
Southern Africa,Male,23,Informal worker,23,20.31,-0.62,9,4.67,0,0.0,0.0,0,,,25.0,71.0,3,755.02,52,0
West Africa,Male,62,Trader,19,68.69,0.594,14,2.99,0,4.0,0.0,1,0.533,18.8,72.0,95.0,3,128.86,12,1
East Africa,Male,30,Trader,20,92.05,-0.033,14,2.98,0,5.0,0.0,0,,,70.0,46.0,8,162.23,8,1
Southern Africa,Male,39,Self-employed,14,20.87,-0.143,12,1.8,1,54.0,20.79,0,,,74.0,80.0,2,336.82,8,1
West Africa,Male,30,Farmer,18,15.38,0.133,16,1.31,1,89.0,25.87,1,0.761,16.6,58.0,75.0,5,334.14,8,1
East Africa,Male,60,Informal worker,10,110.74,0.446,15,2.52,0,1.0,0.0,0,,,58.0,87.0,3,421.54,4,1
West Africa,Female,59,Self-employed,12,27.27,-0.961,7,2.15,1,75.0,9.18,0,,,37.0,74.0,4,316.95,4,1
Southern Africa,Female,48,Trader,10,54.6,-0.085,10,4.67,0,5.0,0.0,1,0.669,4.2,20.0,73.0,2,187.29,4,1
West Africa,Female,56,Informal worker,21,39.22,0.949,13,6.58,1,50.0,18.03,0,,,74.0,67.0,8,572.41,8,1
Central Africa,Female,22,Salaried,27,123.35,0.694,16,2.38,0,8.0,0.0,0,,,81.0,82.0,6,506.84,12,1
Central Africa,Female,64,Farmer,10,32.89,0.65,12,2.2,1,42.0,17.65,0,,,43.0,55.0,5,255.64,4,0
West Africa,Female,37,Farmer,17,86.53,-0.054,15,0.84,0,7.0,0.0,1,0.797,0.2,19.0,83.0,4,99.61,12,1
West Africa,Male,36,Salaried,12,52.26,-1.139,7,2.47,0,8.0,0.0,0,,,43.0,62.0,1,236.79,8,1
East Africa,Female,27,Trader,24,107.11,0.317,14,3.28,0,1.0,0.0,0,,,88.0,75.0,2,83.28,8,1
Southern Africa,Male,59,Trader,17,127.85,0.216,21,4.01,0,8.0,0.0,1,0.797,20.4,21.0,59.0,7,1479.83,12,1
East Africa,Male,25,Farmer,19,92.02,1.426,12,5.08,0,8.0,0.0,0,,,54.0,62.0,9,217.35,24,1
West Africa,Male,58,Salaried,37,66.16,0.851,17,4.6,0,12.0,0.0,1,0.809,2.7,38.0,69.0,9,511.07,4,0
West Africa,Male,51,Farmer,21,17.3,0.63,12,2.85,0,11.0,0.0,1,0.812,7.0,73.0,81.0,6,387.82,8,1
Central Africa,Female,54,Trader,11,35.3,-0.31,8,2.55,1,69.0,42.21,1,0.963,9.2,22.0,48.0,2,170.73,4,1
East Africa,Male,19,Farmer,15,38.88,0.04,13,1.71,1,54.0,11.81,1,0.778,2.9,6.0,69.0,6,399.33,8,1
Central Africa,Female,52,Farmer,12,120.55,0.806,14,2.71,0,7.0,0.0,0,,,74.0,50.0,2,201.56,12,1
East Africa,Female,63,Informal worker,13,93.43,0.325,14,3.7,0,1.0,0.0,1,0.994,5.1,74.0,60.0,2,119.01,4,1
Central Africa,Male,36,Salaried,20,49.58,1.722,12,2.25,1,48.0,36.56,0,,,14.0,89.0,7,411.19,12,1
West Africa,Male,39,Farmer,14,36.59,0.19,7,3.66,1,82.0,8.95,0,,,30.0,21.0,2,254.28,12,0
West Africa,Male,23,Informal worker,13,85.93,-0.262,12,1.83,0,14.0,0.0,0,,,38.0,65.0,3,291.39,12,1
Central Africa,Male,41,Informal worker,8,27.97,0.13,13,2.13,0,9.0,0.0,0,,,26.0,85.0,5,359.7,8,0
Central Africa,Prefer not to say,49,Salaried,15,41.53,0.227,14,1.55,0,6.0,0.0,1,0.697,5.2,15.0,59.0,7,161.95,24,0
West Africa,Female,32,Informal worker,30,44.88,1.344,23,3.53,0,14.0,0.0,0,,,29.0,59.0,9,275.81,8,1
East Africa,Female,52,Trader,16,77.24,0.002,16,2.07,1,63.0,24.56,0,,,51.0,46.0,7,60.05,8,0
East Africa,Male,22,Informal worker,20,42.74,-0.767,22,3.82,1,48.0,18.84,1,0.686,17.8,35.0,95.0,6,107.39,8,1
East Africa,Female,49,Informal worker,17,13.98,0.415,15,3.38,0,3.0,0.0,1,0.846,11.7,32.0,41.0,4,1132.02,8,0
West Africa,Female,45,Informal worker,19,101.02,0.74,16,9.63,0,21.0,0.0,1,0.699,9.2,78.0,57.0,5,424.21,8,1
Central Africa,Male,28,Trader,24,58.27,0.079,18,2.45,1,47.0,27.17,0,,,51.0,83.0,6,640.11,52,1
West Africa,Male,34,Trader,9,128.99,1.084,12,3.18,1,63.0,19.12,1,0.683,1.8,74.0,56.0,3,272.84,4,1
Southern Africa,Male,29,Trader,5,43.89,0.049,8,1.94,0,7.0,0.0,1,0.541,26.8,44.0,66.0,4,98.15,12,0
West Africa,Male,47,Trader,10,36.24,-0.106,13,2.53,0,7.0,0.0,0,,,24.0,30.0,5,99.87,8,0
West Africa,Female,47,Trader,18,27.02,0.126,13,4.88,1,87.0,14.38,1,0.752,7.2,23.0,36.0,6,179.0,8,1
Southern Africa,Female,44,Trader,26,90.92,-0.016,9,7.19,1,64.0,36.76,1,0.569,24.9,72.0,98.0,10,559.5,24,0
West Africa,Male,27,Trader,14,30.4,0.242,11,1.9,0,11.0,0.0,1,0.76,4.7,73.0,41.0,7,244.47,4,0
Southern Africa,Female,28,Trader,28,264.56,0.658,17,3.9,1,53.0,15.37,0,,,20.0,65.0,10,377.3,12,1
West Africa,Male,56,Self-employed,10,52.8,-0.317,8,3.28,0,3.0,0.0,0,,,48.0,93.0,2,193.45,8,1
Central Africa,Male,39,Farmer,8,92.75,-1.132,13,1.06,0,5.0,0.0,1,0.55,3.6,16.0,51.0,2,210.88,24,0
Southern Africa,Female,38,Farmer,3,27.77,-0.044,12,1.24,0,3.0,0.0,1,0.52,4.5,56.0,90.0,0,376.56,4,0
Central Africa,Female,32,Informal worker,49,187.21,1.101,17,4.66,0,18.0,0.0,0,,,57.0,81.0,9,989.48,8,1
West Africa,Female,61,Farmer,10,54.16,-0.026,6,3.56,0,2.0,0.0,0,,,38.0,14.0,4,92.2,12,1
West Africa,Male,29,Trader,8,25.17,-0.343,18,1.87,0,3.0,0.0,1,0.735,19.8,12.0,88.0,1,201.12,4,1
East Africa,Prefer not to say,54,Farmer,16,68.67,-0.838,9,2.65,0,1.0,0.0,0,,,49.0,26.0,4,117.53,4,0
East Africa,Female,54,Farmer,6,12.34,0.155,7,0.74,0,8.0,0.0,1,0.445,3.7,8.0,59.0,3,101.89,12,1
West Africa,Female,29,Informal worker,6,89.42,0.943,9,1.49,1,30.0,23.01,0,,,41.0,56.0,2,104.31,8,1
West Africa,Male,18,Trader,25,170.66,-0.095,20,1.67,0,3.0,0.0,0,,,40.0,64.0,7,207.51,8,1
East Africa,Male,29,Farmer,11,66.11,-0.433,9,3.19,0,7.0,0.0,0,,,38.0,82.0,6,130.28,8,1
West Africa,Female,30,Trader,10,28.68,-0.346,15,1.92,0,2.0,0.0,1,0.898,13.7,48.0,73.0,4,211.73,12,1
East Africa,Female,53,Trader,21,30.25,1.045,10,4.92,0,14.0,0.0,0,,,59.0,46.0,5,434.22,8,1
West Africa,Female,42,Informal worker,14,86.81,1.021,16,3.33,0,15.0,0.0,0,,,22.0,86.0,7,240.0,8,0
West Africa,Female,38,Trader,12,88.44,0.278,19,2.99,0,1.0,0.0,0,,,74.0,78.0,3,88.95,8,1
East Africa,Female,40,Farmer,27,24.3,0.651,15,5.17,0,3.0,0.0,1,0.903,2.2,62.0,96.0,4,152.58,4,1
East Africa,Female,62,Trader,5,24.08,-0.255,8,2.57,1,36.0,14.45,1,0.709,2.4,8.0,7.0,3,531.28,4,1
West Africa,Male,62,Informal worker,9,10.8,-1.19,12,1.54,1,77.0,6.28,1,0.703,2.1,48.0,73.0,2,398.18,8,1
